id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,direccion_ip_origen,geolocalizacion,IS_FRAUD
4801a04e-8b0,autónomo,65,DE,Norte,3009,121.88,346.48,0.55,0,2f6f15a7-5a5,activa,3555.13,4718.13,8926.66,8112.19,3,4,4dd37d88-52d,activa,2023-11-16,900,1000,0,sdv-id-yxOPaJ,2026-01-09 15:48:55,0,1,36,0,95.49,firma,2,9d8e4776-0ccf-40,86.103.246.103,"40.4168,-3.7038",0
343a4597-e62,empresa,20,ES,Norte,3315,31.07,960.64,5.91,0,1dd16c70-950,activa,668.15,786.27,11859.87,123722.57,7,2,ae26e9d9-967,activa,2026-01-04,140,2000,1,sdv-id-dPcjyK,2026-01-06 03:55:58,1,1,2103,7,812.86,firma,2,98a31120-e802-49,85.75.94.182,"41.3874,2.1686",0
162fe4a8-adf,persona,31,ES,Bretaña,2858,185.25,1018.91,4.37,0,81822bbd-85d,suspendida,761.01,684.62,2820.55,18789.75,6,2,c55c7712-721,activa,2024-11-11,558,1000,0,sdv-id-mSxuhd,2026-02-09 06:49:09,0,0,3331,3,7.58,PIN,2,2083de79-720f-48,90.32.131.179,"48.1351,11.5820",0
cc1d9592-af1,empresa,72,ES,Lazio,1719,3608.62,6.5,5.17,0,1d354035-290,activa,9209.85,9444.4,2407.05,3308.84,0,0,9e8b5c80-12b,activa,2023-11-07,914,1000,1,sdv-id-EsWZIF,2026-02-11 09:08:26,0,0,3139114,1,349.16,3DS,3,05797c84-caca-40,95.187.14.199,"48.8566,2.3522",0
96932285-b37,persona,27,DE,Hesse,3173,881.03,569.59,9.15,0,2d04143e-820,activa,123.86,125.72,192.99,12278.92,0,1,e5b6eb16-1b8,caducada,2025-11-12,186,1000,0,sdv-id-fBOneb,2025-12-01 02:30:04,0,0,1101,2,978.73,PIN,1,104f5f21-84e9-4e,86.50.208.186,"40.4168,-3.7038",0
e0d2b800-a47,persona,65,ES,Bretaña,3215,613.65,499.8,0.67,0,bd7f918a-0f7,activa,3546.38,3146.41,11226.39,2400.32,3,4,073db44e-e8f,activa,2024-08-08,615,3000,0,sdv-id-QDHvUY,2025-11-24 10:33:54,0,0,586323,0,812.24,contactless,3,a31e8cbb-6987-40,86.102.50.134,"37.3891,-5.9845",0
e960a76a-4a7,persona,66,FR,Normandía,206,1876.75,967.67,2.79,0,e381ca39-706,activa,41.45,27.19,7004.03,9856.97,0,2,0b5704c7-3a4,caducada,2024-01-24,858,2000,0,sdv-id-zJqHeb,2026-01-11 22:57:30,0,0,826,6,13.07,contactless,2,42ff1d4d-4f90-43,95.191.249.204,"45.7640,4.8357",0
f8c07411-9c6,persona,54,DE,Normandía,2833,525.49,141.22,2.83,0,1e047459-6eb,activa,1671.26,1997.69,3895.35,14937.33,4,3,24efe958-00e,activa,2025-08-19,272,2000,0,sdv-id-btSScF,2025-12-13 19:06:18,0,0,555630,0,46.01,PIN,2,eb86d62d-0d4c-46,86.214.203.192,"41.3874,2.1686",0
abb44c3a-ba6,empresa,36,DE,Centro,2122,37.78,814.92,0.97,0,43bc3daf-699,activa,5599.25,6949.73,17274.67,723.44,7,3,fa52fe76-9fb,activa,2022-03-11,1573,1000,0,sdv-id-yKqvXS,2026-03-09 02:26:39,1,1,1294045,1,1381.98,PIN,2,526dc63f-cbb0-4d,86.59.127.235,"38.7223,-9.1393",0
0fdaec33-b24,persona,27,FR,Baviera,2420,1306.33,1599.75,6.35,0,1e047459-6eb,activa,85.79,53.65,1027.11,2344.36,5,4,564c9e68-41b,activa,2022-12-25,1251,3000,0,sdv-id-inuMiG,2026-05-14 11:17:06,1,1,961549,1,828.53,contactless,2,b817b0ef-cd8a-4f,86.234.49.89,"45.4642,9.1900",0
4aee1161-ec2,persona,62,ES,Centro,3452,1296.62,603.93,2.27,0,b2ace05d-83f,activa,3563.22,3782.26,12704.92,21027.22,9,0,869216af-4ad,caducada,2023-10-27,938,2000,0,sdv-id-pmzMdn,2026-01-20 02:35:53,0,1,689736,1,3.95,PIN,3,0ea3bf5b-93a1-46,86.106.38.162,"53.5511,9.9937",0
7eef7610-def,persona,83,ES,Hesse,2005,2401.19,2506.23,8.86,0,148c4b4b-507,activa,11480.16,13400.34,14664.91,294.99,2,0,62b3cccd-243,activa,2024-04-01,831,2000,0,sdv-id-SVTpFJ,2026-02-11 20:08:43,0,0,6548072,0,146.09,firma,2,fc381725-c3ee-4c,86.67.119.221,"41.1579,-8.6291",0
ff80eed1-cdc,autónomo,78,PT,Norte,617,1341.33,20.33,7.05,0,b6c01cb7-e0e,activa,3931.0,3544.28,24527.73,11091.6,4,1,a68a42d5-850,caducada,2025-11-25,189,2000,1,sdv-id-ogolzb,2025-12-25 13:05:12,1,1,905002,6,109.69,PIN,2,8a30956f-cd11-4e,86.167.64.118,"40.8518,14.2681",0
8e4f42c1-c56,persona,35,FR,Norte,2589,821.19,347.38,3.84,0,1abd748f-c7e,activa,3047.24,1809.68,35447.12,191.76,1,3,fe67162d-97d,activa,2024-02-28,845,1000,0,sdv-id-uCsffG,2026-03-25 10:06:03,1,0,51267,1,448.55,firma,2,95932cc0-4cde-4b,90.187.194.196,"41.3874,2.1686",0
65499f24-8b5,premium,40,ES,Normandía,1906,35.98,932.4,2.69,1,f6455afb-550,activa,141.03,121.67,30787.12,7696.28,6,3,31869082-b26,activa,2024-01-19,901,2000,0,sdv-id-tOwBFV,2026-01-23 20:14:30,1,0,15765,0,689.01,firma,3,03b4c565-cdda-43,86.63.100.55,"53.5511,9.9937",0
5961fb8c-49f,empresa,76,ES,Lazio,1164,391.64,518.82,2.4,0,6d60adc4-bf2,activa,2570.15,2807.87,34102.76,591.19,7,3,425a7653-816,robada,2021-06-01,1817,500,0,sdv-id-SBleRu,2026-01-06 23:54:36,0,1,9531606,0,1329.09,3DS,2,20b15be4-8378-42,86.42.49.183,"53.5511,9.9937",0
c568b192-46b,persona,23,ES,Campania,2428,155.61,27.14,0.6,0,04bf6510-e7f,activa,614.67,777.33,1251.15,726.12,2,2,569943c8-12f,activa,2026-05-03,16,3000,0,sdv-id-zkUWwU,2026-05-18 12:52:23,0,0,246874,2,211.39,3DS,2,0d464203-0acc-4c,90.23.179.101,"39.4699,-0.3763",0
f19e3cf9-6cc,autónomo,76,ES,Lombardía,3069,1429.72,255.75,2.82,1,9c837413-423,activa,1051.13,1237.77,1613.43,432.72,4,4,6f9ffb76-49d,activa,2023-02-01,1212,1000,1,sdv-id-xrGmoj,2026-04-06 12:03:38,0,0,14829103,3,142.93,3DS,1,f519ce33-5f39-49,95.28.161.22,"37.3891,-5.9845",0
f5b57a56-de3,empresa,68,FR,Norte,2370,1098.49,395.32,0.92,0,de76c6c0-ef3,activa,4009.13,4327.45,23970.97,70549.39,1,0,ae212cca-77f,activa,2025-07-31,308,2000,1,sdv-id-yoWnCt,2025-12-14 08:09:39,0,0,366384,2,52.0,3DS,2,4d648a60-d205-41,87.77.108.38,"48.8566,2.3522",0
76b02f42-1ed,persona,71,DE,Sur,1145,2101.85,71.57,1.68,0,393fe38d-a28,activa,8740.42,9634.21,4855.87,46.82,8,1,d80137ff-c54,extraviada,2023-09-15,980,1000,0,sdv-id-bMJFkl,2026-04-03 13:45:21,1,1,186107,1,111.96,PIN,1,745e4247-384e-47,90.192.112.100,"40.4168,-3.7038",0
a717fbbd-009,persona,63,IT,Bretaña,1655,43.37,95.35,3.14,1,831967d9-c88,activa,286.78,271.66,27728.72,570.18,2,3,adf367ba-4a7,activa,2021-09-08,1728,2000,1,sdv-id-VBnDfV,2025-12-08 15:23:26,0,0,1068,3,1947.27,huella,2,adb5270d-8eb1-44,86.80.40.67,"48.1351,11.5820",0
6c9dc076-597,empresa,38,ES,Hamburgo,3052,1112.24,320.26,10.02,0,a13bfa21-25c,activa,656.44,781.19,17011.04,147.77,5,3,52d3fd80-6a3,activa,2026-01-13,133,500,0,sdv-id-qTSWvN,2026-01-17 00:13:06,0,1,978594,1,2733.12,3DS,2,532d8dd8-c3f5-40,87.87.178.96,"48.1351,11.5820",0
abd0c0bc-55e,persona,29,ES,Oeste,224,65.38,691.4,0.88,0,a45cdaab-f44,activa,1099.38,798.33,5852.82,947.02,3,1,132d891c-5f7,activa,2024-02-28,846,5000,0,sdv-id-YltgcH,2026-01-10 13:00:14,0,0,17541,0,50.43,3DS,2,ebb901bc-43aa-43,86.29.167.146,"37.3891,-5.9845",0
7c75e3a7-be1,empresa,70,ES,Oeste,176,584.4,993.74,1.79,0,528379ae-1d2,activa,4839.71,4488.48,3956.23,20089.15,2,2,77a3fc45-f3c,activa,2021-09-20,1715,2000,0,sdv-id-KvdgBZ,2026-04-24 12:38:13,0,0,481583,1,1534.25,firma,2,03defc61-492b-46,86.48.101.243,"39.4699,-0.3763",0
6f1a5c53-5a2,premium,42,ES,Norte,648,248.37,110.68,1.74,0,99a75f60-998,activa,460.13,641.01,5068.01,2154.74,0,1,01ae4249-4cd,caducada,2022-05-06,1482,500,0,sdv-id-PBdFOO,2026-04-15 21:57:50,1,0,41787,3,65.05,3DS,3,5ba08c19-816c-4a,86.39.180.132,"43.2965,5.3698",0
4c70de4f-b3f,empresa,26,ES,Algarve,2804,8.02,349.75,2.48,1,101a6eb2-68b,bloqueada,18856.14,19938.31,18233.66,15411.92,1,0,64acdcdb-8b5,activa,2023-05-15,1108,1000,0,sdv-id-AAJsNi,2026-04-03 11:47:33,0,0,2815197,0,36.37,huella,1,31a900db-e07b-4e,86.154.94.168,"37.3891,-5.9845",0
a1cb6d48-255,empresa,80,ES,Oeste,3074,1204.53,2249.82,4.39,1,4133f3d1-58e,activa,13964.48,15038.14,6149.11,14606.8,1,2,5ed889e4-f6d,activa,2023-04-28,1121,3000,0,sdv-id-gNnaWb,2026-05-03 19:55:04,1,1,779,1,1162.57,PIN,2,1f90792e-4987-46,86.139.103.254,"40.4168,-3.7038",1
ecf10e2c-d9f,empresa,49,ES,Este,1944,1314.58,490.86,0.93,0,8bee5788-4a5,activa,385.32,499.64,90.54,24.07,0,1,ed545ab9-de2,activa,2023-09-15,999,1000,0,sdv-id-QhBOBE,2026-04-14 06:26:06,0,0,1942249,5,654.89,firma,0,42b9c0e5-c64c-42,86.73.244.102,"37.3891,-5.9845",1
08a5dd2a-b32,autónomo,37,ES,Lazio,3348,1106.47,373.54,4.41,1,1f01a43f-473,suspendida,137.37,120.25,9393.52,53031.81,0,5,8f955415-e1c,activa,2023-05-14,1106,2000,0,sdv-id-uBFXbL,2026-02-19 06:06:22,0,0,4105362,2,107.53,PIN,2,4733b9fa-e149-4c,95.241.1.184,"41.3874,2.1686",0
64e2466a-1d5,premium,72,DE,Baviera,35,154.71,303.67,1.77,0,1643b87a-6e7,activa,1878.85,997.29,15031.55,1134.77,1,1,89c046a0-0d2,activa,2024-11-28,547,500,1,sdv-id-yZwxTX,2025-12-21 03:08:37,0,1,7960,1,4637.57,huella,2,61dd3b88-0d71-45,86.147.155.80,"41.3874,2.1686",0
69981399-35f,premium,47,PT,Lombardía,2685,206.79,907.69,1.96,0,603b1d7a-c16,suspendida,11051.08,12990.55,11370.02,5070.04,4,2,a21aa137-101,activa,2026-02-12,92,1000,0,sdv-id-StSdQH,2025-12-28 07:00:17,1,0,8227,2,131.11,PIN,2,df1f1d78-62b8-44,90.246.12.156,"40.4168,-3.7038",0
e67ee593-6c0,persona,21,PT,Normandía,2054,374.62,250.31,6.74,1,455ed5fa-75f,activa,8121.69,9341.85,888.34,4189.66,4,4,92ea6601-c3f,bloqueada,2023-03-08,1157,2000,0,sdv-id-Kpnufb,2025-11-26 02:53:19,0,0,8,0,1265.01,firma,2,702e78c6-7e13-46,86.160.78.53,"53.5511,9.9937",0
0ee59657-fa7,persona,49,ES,Lombardía,2388,3448.99,107.65,3.95,1,72f8c967-504,suspendida,107.75,95.95,6251.79,14279.92,1,0,9b568417-22f,activa,2024-05-22,749,1000,0,sdv-id-rYLcuf,2025-12-23 21:57:14,0,0,66055,2,473.64,PIN,3,be846144-8c25-4f,90.145.26.39,"52.5200,13.4050",0
fb9b886e-92f,persona,80,FR,Este,1774,1540.53,1129.62,2.21,0,234778a9-9cc,activa,7722.57,8964.98,128.82,839.7,0,2,28651f04-843,activa,2026-04-01,50,2000,0,sdv-id-JcyJVn,2026-01-31 15:12:14,0,1,14818,0,65.89,firma,2,30baa3b6-6fb6-4a,86.117.72.25,"52.5200,13.4050",0
e93304ee-d3d,premium,54,ES,Este,2131,206.5,1417.3,1.18,0,ddbb5fa2-a2d,bloqueada,1720.21,1165.0,9119.46,2046.49,0,2,ca7fc19b-161,robada,2022-01-08,1608,1000,0,sdv-id-AMMGaV,2026-04-10 15:25:06,0,0,1399585,3,1500.75,PIN,1,669186c6-4cef-4f,86.146.197.134,"41.9028,12.4964",1
ef65988a-545,empresa,70,FR,Oeste,599,33.43,24.59,5.19,1,a694a9d0-81b,cerrada,3047.05,4490.14,16305.75,14617.19,4,2,c45eb480-f03,activa,2025-10-07,217,3000,0,sdv-id-vfeJmr,2025-12-04 21:09:54,0,0,43677,1,97.99,PIN,1,354014a2-6ac5-42,86.8.155.85,"39.4699,-0.3763",0
7f81771f-9a7,persona,75,IT,Este,3324,499.1,235.49,0.82,0,76941e22-f77,activa,156.1,213.59,16831.62,69.58,3,2,c646ef92-f8f,activa,2021-11-28,1649,500,0,sdv-id-upOFsZ,2026-04-13 20:15:08,0,0,1166951,0,197.05,PIN,3,b8dcf373-9e87-46,86.249.183.95,"48.8566,2.3522",0
0adece14-92c,persona,60,IT,Este,1463,499.64,139.64,11.31,1,a289c262-e73,activa,3949.83,3110.68,288.51,13038.54,3,2,b42897a1-a5d,activa,2022-03-06,1566,1000,0,sdv-id-pqOpQa,2026-04-04 16:04:41,1,1,435371,0,150.06,huella,1,978bba11-ae8c-48,86.123.162.97,"48.8566,2.3522",0
a9794654-b7b,autónomo,59,ES,Centro,667,67.09,206.23,3.61,0,5ed63861-894,activa,3420.31,2883.95,11437.64,5553.46,0,5,6f4a13e1-9db,activa,2024-12-30,520,3000,0,sdv-id-GmgyZS,2026-01-07 16:47:33,0,0,904,2,298.58,huella,2,de35d2ad-f22b-4b,87.204.240.231,"40.4168,-3.7038",0
4712c253-855,persona,78,ES,Hesse,36,377.14,376.43,1.43,0,315696ab-168,activa,26.51,46.56,13459.51,440.79,2,4,62b3cccd-243,caducada,2023-09-27,983,2000,0,sdv-id-SYwegn,2025-11-24 01:30:21,1,1,1128,1,68.18,PIN,3,6a726c5f-5841-41,86.210.77.5,"41.9028,12.4964",0
65499f24-8b5,persona,73,FR,Normandía,1215,199.35,405.6,1.49,0,b15ac483-2ca,activa,1154.0,1453.86,199.35,29770.97,2,1,829e258c-827,activa,2025-09-21,252,1000,0,sdv-id-XXpEXW,2026-03-24 15:02:32,0,0,52288,1,730.72,PIN,2,023a7675-dbd8-41,90.162.216.189,"48.1351,11.5820",0
89de32c0-7ed,autónomo,44,DE,Oeste,1631,131.77,206.65,8.36,0,b0d41973-926,activa,91.48,113.9,7045.47,6107.63,0,3,eddb8091-1f2,activa,2022-07-11,1441,500,0,sdv-id-dvUSLB,2026-04-29 10:18:26,1,1,4421495,1,11.26,PIN,2,896c692b-f46d-43,86.148.115.77,"39.4699,-0.3763",0
2d2b52a8-e01,persona,39,PT,Lombardía,222,1185.02,647.48,3.31,0,ffc006f7-4b6,activa,6603.73,6200.04,866.94,1330.82,7,3,059e0838-347,caducada,2023-09-07,1002,2000,0,sdv-id-ToxoSZ,2026-01-26 05:39:42,0,1,70155,1,805.06,3DS,1,0ac7cb01-8c10-44,90.69.141.212,"41.1579,-8.6291",0
922938e6-1ee,autónomo,53,ES,Île-de-France,2241,474.32,1011.4,1.95,0,fc92c51f-ced,activa,827.15,856.96,3175.18,12374.82,1,1,4c33162c-220,activa,2021-08-09,1747,1000,0,sdv-id-jzJTSd,2026-04-26 17:20:50,0,1,62048,1,154.38,PIN,2,b146787a-9386-4d,85.164.247.180,"41.3874,2.1686",0
38f4c14b-119,empresa,45,FR,Este,3555,15.52,922.4,2.07,0,007160eb-8b0,activa,1797.51,2139.41,2770.59,1306.5,4,7,0e0a62db-013,activa,2022-03-14,1548,500,0,sdv-id-ithVHz,2026-01-06 15:23:44,1,0,7807101,1,58.45,PIN,2,5558b4b4-d8a7-48,90.122.241.222,"39.4699,-0.3763",0
e9ef8c64-4af,persona,32,ES,Provence,2546,252.97,385.81,8.22,0,4b11ef93-69c,activa,653.87,633.75,1446.3,668.95,0,0,e2e37e52-e41,activa,2022-05-12,1490,2000,0,sdv-id-JRUWuX,2026-03-20 20:16:26,0,0,241929,2,7.79,contactless,3,b3903731-527f-43,95.114.249.58,"48.1351,11.5820",0
c64b9e16-bb6,persona,58,PT,Île-de-France,203,1420.84,740.39,1.39,0,6f3f5747-be8,activa,981.28,1483.68,5362.84,5455.72,1,0,14bf1e8d-bac,activa,2023-07-23,1051,3000,0,sdv-id-ynVAGL,2026-01-28 12:47:18,1,0,42434,0,136.17,firma,2,05797c84-caca-40,86.232.27.101,"48.8566,2.3522",0
775d1171-658,persona,42,IT,Sur,2677,1395.13,555.46,0.88,0,7cc425bf-d4f,activa,8896.65,10270.78,5028.83,1155.03,5,1,5ddd2888-b97,activa,2023-04-14,1122,1000,0,sdv-id-ibRJFD,2026-02-18 03:31:04,0,0,1189710,2,663.45,PIN,2,378c9ab9-6826-4e,87.156.24.102,"43.2965,5.3698",0
c51b17bf-da2,persona,61,ES,Hamburgo,586,226.06,357.49,3.73,0,5b0a37c9-ab6,activa,159.68,66.45,12397.53,4519.69,8,1,a8987899-2a8,activa,2023-12-14,895,1000,1,sdv-id-LojnMP,2025-12-28 16:17:32,0,1,2096391,0,634.95,firma,3,09247b1b-0869-44,90.143.159.192,"37.3891,-5.9845",0
29e41ce5-f29,autónomo,34,ES,Hesse,2038,125.54,581.08,4.87,0,9c7c2d1d-f85,activa,7.51,8.45,4273.22,54090.03,3,3,5143d49c-9e2,activa,2024-07-16,690,500,2,sdv-id-SSKnwv,2026-03-25 22:55:01,0,0,623185,1,81.84,contactless,3,e25d899e-8abc-47,86.209.30.60,"45.7640,4.8357",0
9ef5982e-0d0,persona,61,ES,Hesse,2409,3079.36,683.5,2.07,0,8c95b351-e47,activa,618.51,640.7,104.93,16053.27,3,1,357595aa-a3a,activa,2022-08-28,1415,2000,1,sdv-id-CMKuXh,2025-12-31 23:29:55,0,1,1391,1,2.27,PIN,2,7338d11e-f132-4d,95.46.217.201,"48.1351,11.5820",0
4a86eaa8-80f,persona,34,FR,Berlín,1055,521.49,689.2,4.33,0,b0d41973-926,activa,8570.52,9588.93,16103.18,4436.11,1,2,24cde860-231,activa,2025-12-12,177,500,0,sdv-id-SjNwKg,2026-03-16 13:30:46,1,0,5286211,7,369.15,huella,1,c56e759a-35bd-41,86.29.191.115,"37.3891,-5.9845",0
43994b19-f76,persona,20,DE,Campania,875,807.77,67.4,2.61,1,36cd2809-b3a,bloqueada,856.57,941.08,3856.18,3882.91,3,0,52d79e2b-a0c,activa,2022-03-01,1542,1000,0,sdv-id-HTdDxp,2026-01-18 15:45:51,0,1,9944807,2,747.6,3DS,1,34046abe-13f8-46,85.189.211.135,"45.4642,9.1900",0
3651e34a-09c,persona,44,FR,Baviera,1932,545.48,527.48,0.74,0,481e6925-fba,activa,2951.52,3044.27,670.08,1030.6,3,1,d9255b42-174,activa,2024-02-08,807,1000,0,sdv-id-enDGHT,2026-05-10 06:26:10,0,0,4918622,6,310.39,huella,1,e6573279-6a35-41,86.117.189.31,"43.2965,5.3698",0
e316edbf-0bb,empresa,45,PT,Centro,785,750.63,179.13,2.26,0,16ffc9bb-f23,activa,9788.33,10648.33,17256.76,1713.44,2,0,4ceb711d-3da,caducada,2026-02-02,105,500,0,sdv-id-YbGrUp,2026-05-18 12:58:25,1,0,10074004,4,5.25,PIN,2,0de45e01-8618-4f,86.145.245.221,"39.4699,-0.3763",0
c657fc69-6eb,persona,31,ES,Norte,639,148.2,482.95,2.02,3,00bb5ba5-079,activa,1131.49,1062.21,7706.01,4462.29,1,0,0d996d6b-ceb,activa,2023-10-18,975,2000,0,sdv-id-mKeYum,2026-04-16 17:46:31,0,0,1211353,1,2114.87,PIN,2,b766574c-75bb-4f,90.126.249.35,"48.8566,2.3522",0
04d7f9d0-221,autónomo,31,ES,Sur,553,1870.89,608.14,0.68,0,14b5b85d-ea8,activa,2198.62,2428.34,2183.95,15341.23,3,3,6eb25522-f9d,activa,2024-05-08,725,2000,0,sdv-id-tYgyDi,2026-04-24 05:45:04,0,0,1683950,0,3.3,3DS,2,db832e99-372f-4b,86.44.159.169,"41.3874,2.1686",0
493cf962-7ae,empresa,66,PT,Oeste,181,2593.45,398.7,4.66,1,09ba6de3-34a,activa,2869.74,2841.71,11660.27,3110.86,2,3,613e68e3-57e,activa,2024-02-22,809,1000,0,sdv-id-NKaDVe,2026-05-13 19:13:47,0,0,426134,0,180.44,huella,3,c5d35fd0-a2ff-4e,86.151.56.247,"41.1579,-8.6291",0
1d17daa5-adc,empresa,62,ES,Provence,2010,951.11,28.37,0.59,0,696582cf-0e5,activa,21087.53,23576.81,1337.81,26553.08,0,3,ffe36fa7-0f5,activa,2021-09-01,1735,2000,1,sdv-id-vCyovo,2026-02-01 09:48:12,0,0,4429677,3,928.53,3DS,1,34f417e2-d1cf-40,90.162.43.46,"41.3874,2.1686",0
9ee3f1dd-491,persona,19,IT,Este,741,638.22,1031.09,3.58,0,3025d5c6-538,bloqueada,2325.14,3535.86,591.05,6070.99,1,3,f43ca93b-9d0,activa,2023-03-02,1212,500,1,sdv-id-TexEqW,2026-03-31 17:51:53,0,0,2230412,2,4.03,firma,1,4e4e7fd2-4a72-41,86.116.121.93,"40.4168,-3.7038",0
3228ff67-f1e,premium,47,DE,Berlín,32,782.54,376.81,7.81,0,1aa5f36d-800,activa,13553.48,13044.98,3265.74,11004.88,0,3,3d1c7fbf-b6a,activa,2023-03-19,1164,3000,0,sdv-id-AjBqTR,2025-12-23 14:38:34,0,1,63107,2,16.72,PIN,1,85ca38f2-32a6-48,86.212.238.217,"45.7640,4.8357",0
8be7b46a-393,persona,41,FR,Île-de-France,118,299.39,763.85,0.57,0,06cdb28a-34d,activa,229.02,256.86,753.72,2420.82,3,3,4034f612-e4e,activa,2023-08-04,1050,500,0,sdv-id-BnPOSf,2026-03-13 21:42:40,0,0,8216680,1,4.43,PIN,1,70163686-891f-4f,87.216.243.14,"43.2965,5.3698",0
4dfcd347-413,empresa,50,FR,Hesse,2908,284.07,73.57,1.53,0,18cd8b1c-bb7,activa,732.04,533.72,13673.73,19740.85,10,0,3de825d6-f56,activa,2023-10-06,1002,500,0,sdv-id-pbIKRO,2026-02-16 23:49:06,1,0,5775886,4,4.41,PIN,2,4e702286-0116-46,86.217.214.70,"43.2965,5.3698",0
9320e465-936,persona,24,ES,Norte,2688,307.56,9.22,0.57,0,c276f186-3f2,activa,208.61,181.61,1293.41,2212.43,0,2,41785187-2fa,extraviada,2021-06-24,1796,500,2,sdv-id-ilOdML,2026-05-11 06:15:44,0,0,120446,1,795.18,PIN,2,6c59902e-0370-46,95.226.203.172,"40.4168,-3.7038",0
ea9de98f-11c,premium,79,FR,Bretaña,3453,14.02,150.31,4.01,0,cd7648a2-5c7,activa,11811.11,11317.68,937.03,799.42,1,2,efb4eaa6-b60,extraviada,2025-05-24,374,2000,0,sdv-id-UjzUJx,2026-01-13 16:17:18,0,0,317933,2,72.38,PIN,2,460a946c-2331-45,90.32.219.52,"43.2965,5.3698",0
686135a8-a54,persona,26,ES,Toscana,1389,1717.03,289.83,0.89,1,f0a5c1e1-a19,activa,26937.51,29903.68,1308.02,3791.87,0,1,60f10a04-aab,activa,2026-05-02,18,1000,0,sdv-id-MEoAki,2026-02-09 11:58:31,1,1,111036,2,152.29,3DS,2,e7106f1e-11ce-4a,86.188.189.43,"45.7640,4.8357",0
b936f728-a53,persona,20,IT,Centro,832,525.47,315.29,1.17,0,39f19c5b-5d1,activa,458.21,450.77,3570.56,7955.54,8,3,8b2dda3a-0c9,activa,2026-05-15,5,3000,0,sdv-id-pbICBn,2025-12-05 01:53:25,1,0,456092,0,45.0,huella,1,0f94bf13-efd7-49,86.145.149.57,"41.3874,2.1686",0
ebaa562d-b7a,empresa,33,DE,Bretaña,965,570.15,224.26,3.8,0,6943f479-b32,activa,13915.58,15345.28,22151.88,307.04,3,2,9f32652b-327,activa,2022-02-11,1581,1000,0,sdv-id-znkVDP,2026-04-18 21:13:58,1,0,11394704,1,851.23,3DS,3,16dc85eb-e3af-4f,86.133.150.62,"41.3874,2.1686",0
503b8456-b65,persona,76,IT,Norte,231,2050.49,601.28,3.2,0,a30a5d0b-bcf,activa,31358.93,33987.75,855.06,7909.04,2,1,ec4e97fe-917,caducada,2023-05-13,1114,2000,1,sdv-id-qNESAt,2026-03-06 01:13:12,1,1,8716667,4,934.86,huella,2,c6c8ffab-8158-41,87.81.62.143,"53.5511,9.9937",0
204bbb5e-568,persona,75,ES,Hesse,160,433.52,598.21,7.78,0,d0eb0a32-16e,activa,1503.23,1215.83,9105.38,157.65,2,2,9c081ec4-9ba,activa,2024-11-13,549,500,0,sdv-id-MMUMVJ,2026-05-03 23:38:56,0,0,945940,3,42.7,3DS,1,2bdae2c6-ca2f-4f,86.101.113.179,"40.8518,14.2681",0
4b3b2e40-1d4,premium,82,ES,Norte,3466,537.4,691.94,1.09,1,5a2cf946-c5b,activa,1655.65,2329.64,13980.92,393.88,4,3,4f50e2b4-3ca,activa,2023-10-02,950,2000,0,sdv-id-eLftof,2026-02-10 22:06:22,1,0,232739,1,49.5,PIN,1,e7374ee6-0f09-41,86.31.102.215,"38.7223,-9.1393",0
6f236a86-59f,autónomo,39,FR,Île-de-France,3255,10.34,405.94,5.49,0,2accace3-e3f,activa,18540.06,23145.91,2681.2,2609.71,0,4,d64aea05-aed,activa,2023-05-31,1160,2000,0,sdv-id-vwUpWp,2025-11-21 08:52:57,1,0,20131,3,304.77,firma,2,b87297de-4036-42,90.238.212.155,"37.3891,-5.9845",0
782cf4dc-226,empresa,68,ES,Este,881,118.25,848.53,0.68,0,193fc942-990,activa,8201.15,9779.96,3546.29,206.19,0,2,e6a7e53e-c24,activa,2024-12-03,533,500,1,sdv-id-pkfhkA,2025-12-05 23:37:07,0,1,3862,0,748.12,3DS,2,62d1af05-d4eb-4c,90.223.93.244,"40.4168,-3.7038",0
148e9a2d-ab3,premium,19,FR,Sur,70,473.37,269.99,6.07,0,96e41184-23a,activa,131.26,108.55,2173.72,10543.07,1,2,ce3fa8f3-003,activa,2026-05-14,6,2000,1,sdv-id-WNCBoT,2026-04-16 03:44:34,1,0,9824586,3,52.86,huella,1,24f7a10b-6fb6-4d,85.104.103.55,"41.3874,2.1686",0
fc7ec223-a37,premium,48,DE,Oeste,736,347.37,264.59,4.25,0,140b4e4d-1e4,bloqueada,2453.46,2532.17,10171.18,480.62,1,1,56e69405-135,activa,2023-03-18,1159,2000,0,sdv-id-fOlRmM,2026-04-01 19:03:54,0,0,59593,0,376.33,PIN,3,ec095cf9-719f-4b,90.126.214.235,"41.3874,2.1686",0
